image,mask
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0014.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0014.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0015.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0015.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0017.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0017.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0018.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0018.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0020.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0020.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0022.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0022.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0023.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0023.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0024.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0024.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0025.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0025.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0026.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0026.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0027.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0027.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0028.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0028.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0029.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0029.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0030.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0030.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0031.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0031.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0032.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0032.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0033.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0033.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0037.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0037.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0039.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0039.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0040.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0040.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0041.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0041.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0042.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0042.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0043.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0043.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0044.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0044.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0045.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0045.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0047.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0047.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0048.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0048.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0049.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0049.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0051.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0051.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0052.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0052.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0053.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0053.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0054.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0054.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0055.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0055.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0056.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0056.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0057.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0057.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0058.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0058.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0059.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0059.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0060.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0060.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0061.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0061.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0062.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0062.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0063.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0063.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0065.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0065.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0066.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0066.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0067.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0067.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0068.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0068.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0069.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0069.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0070.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0070.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0071.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0071.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0072.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0072.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0073.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0073.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0074.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0074.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0076.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0076.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0077.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0077.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0078.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0078.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0079.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0079.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0080.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0080.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0081.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0081.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0082.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0082.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0083.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0083.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0084.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0084.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0085.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0085.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0086.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0086.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0087.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0087.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0088.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0088.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0091.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0091.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0092.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0092.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0093.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0093.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0094.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0094.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0096.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0096.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0097.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0097.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0099.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0099.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0100.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0100.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0101.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0101.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0102.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0102.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0104.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0104.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0105.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0105.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0106.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0106.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0107.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0107.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0108.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0108.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0109.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0109.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0110.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0110.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0111.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0111.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0112.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0112.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0113.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0113.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0115.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0115.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0117.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0117.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0118.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0118.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0120.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0120.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0121.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0121.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0123.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0123.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0124.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0124.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0125.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0125.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0126.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0126.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0128.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0128.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0129.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0129.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0131.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0131.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0132.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0132.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0134.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0134.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0135.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0135.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0136.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0136.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0137.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0137.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0138.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0138.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0139.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0139.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0140.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0140.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0141.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0141.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0142.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0142.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0144.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0144.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0145.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0145.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0147.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0147.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0148.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0148.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0149.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0149.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0150.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0150.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0151.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0151.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0152.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0152.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0155.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0155.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0156.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0156.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0157.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0157.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0158.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0158.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0159.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0159.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0162.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0162.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0163.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0163.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0164.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0164.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0165.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0165.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0166.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0166.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0167.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0167.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0168.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0168.tif
/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/images/Belgium_image_tile_0169.tif,/media/daniel/data/sentinel2/2021_seasons/Belgium_summer2021/masks/Belgium_mask_tile_0169.tif
